source,name,dob,desc,wikidata,email,vk,ig,fb,tw,yt,ok,sanctioned
96-767-6,Карагодин Иван Алексеевич,1940-05-21,"общество с ограниченной ответственностью ""Промгражданстрой"", генеральный директор.",,,,,,,,,
96-767-6,Караськов Александр Михайлович,1958-12-02,"федеральное государственное бюджетное учреждение ""Новосибирский научно-исследовательский институт патологии кровообращения имени академика Е.Н. Мешалкина"", директор.",,,,,,,,,
96-767-6,Картышова Марина Сергеевна,1959-12-29,"ГБОУ ""СОШ №630"", директор.",,,,,,,,,
96-767-6,Катырин Сергей Николаевич,1954-10-02,"Торгово-промышленная палата Российской Федерации, президент.",,,,,,,,,
96-767-6,Каштанов Олег Александрович,1967-07-07,"автономное учреждение ""Известия Мордовии"", генеральный директор — главный редактор.",,,,,,,,,
96-767-6,Кержаков Александр Анатольевич,1982-11-27,"ЗАО ""ФК ""Зенит"", спортсмен-профессионал по футболу.",,,,,,,,,
96-767-6,Кирилова Светлана Ивановна,1940-04-28,пенсионер.,,,,,,,,,
96-767-6,Кирсанов Владимир Владимирович,1941-10-15,"ГБОУ ""Кадетская школа-интернат №1 ""Первый Московский кадетский корпус"", директор.",,,,,,,,,
96-767-6,Киселева Мария Александровна,1974-09-28,"Олимпийский комитет России, пресс-секретарь президента.",,,,,,,,,
96-767-6,Китаов Виктор Абдулахович,1947-01-01,"КЧР ГБОУ НПО ""Профессиональный лицей №5"", директор.",,,,,,,,,
96-767-6,Клеерова Татьяна Семеновна,1949-04-20,пенсионер.,,,,,,,,,
96-767-6,Клоков Александр Юрьевич,1953-03-27,"Липецкое областное краеведческое общество, председатель.",,,,,,,,,
96-767-6,Клюкина Анна Иосифовна,1949-02-22,"Государственный Дарвиновский музей, директор.",,,,,,,,,
96-767-6,Кмытюк Людмила Владимировна,1955-03-28,"ГБОУ ""Специальная (коррекционная) общеобразовательная школа-интернат VIII вида №29"", директор.",,,,,,,,,
96-767-6,Кныш Сергей Иванович,1947-07-23,"ОАО ""Шахта Угольная"", генеральный директор.",,,,,,,,,
96-767-6,Ковальчук Андрей Николаевич,1959-09-07,"Всероссийская творческая общественная организация «Союз художников России», председатель.",,,,,,,,,
96-767-6,Ковтонюк Наталия Алексеевна,1975-07-15,"муниципальное бюджетное общеобразовательное учреждение ""Лицей №6"", заместитель директора по воспитательной работе.",,,,,,,,,
96-767-6,Коган Дмитрий Павлович,1978-10-27,"Самарская государственная филармония, художественный руководитель.",,,,,,,,,
96-767-6,Коган Павел Леонидович,1952-06-06,"МГАСО под руководством Павла Когана, художественный руководитель.",,,,,,,,,
96-767-6,Кожевников Александр Викторович,1958-09-21,"ФСО ""Хоккей Москвы"", заместитель руководителя.",,,,,,,,,
96-767-6,Козбаненко Виктор Анатольевич,1966-06-25,"ФГБОУ ВПО ""Государственный университет управления"" (ГУУ), ректор.",,,,,,,,,
96-767-6,Колониченко Валентин Федорович,1925-03-21,Председатель Совета ветеранов района Чертаново Северное.,,,,,,,,,
96-767-6,Колосов Михаил Александрович,1955-01-03,"муниципальное автономное общеобразовательное учреждение ""Гимназия №1 города Тюмени"", директор.",,,,,,,,,
96-767-6,Колпаков Михаил Петрович,1959-03-08,"крестьянское (фермерское) хозяйство Колпакова Михаила Петровича, глава.",,,,,,,,,
96-767-6,Колягин Олег Юрьевич,1965-10-03,"государственное учреждение здравоохранения ""Областная детская больница"", главный врач.",,,,,,,,,
96-767-6,Комаров Николай Петрович,1960-12-04,"государственное бюджетное учреждение города Москвы ""Московский дом национальностей"", директор.",,,,,,,,,
96-767-6,Комиссаров Борис Васильевич,1947-05-25,"ЗАО ""Галичское"" по птицеводству, председатель Наблюдательного совета.",,,,,,,,,
96-767-6,Коновалов Александр Борисович,1975-12-14,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Кемеровский государственный университет"", профессор кафедры политических наук.",,,,,,,,,
96-767-6,Конюхова Каринэ Александровна,1950-10-06,"государственное учреждение здравоохранения ""Центр специализированных видов медицинской помощи имени В.П. Аваева"", главный врач.",,,,,,,,,
96-767-6,Корбутов Иван Иванович,1935-01-18,"Межрегиональная организация Санкт-Петербурга и Ленинградской области и Всероссийская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов, председатель.",,,,,,,,,
96-767-6,Корнеева Надежда Анатольевна,1958-09-19,"Политическая партия ""ПАТРИОТЫ РОССИИ"", председатель Исполкома.",,,,,,,,,
96-767-6,Корсун Владимир Архипович,1960-01-04,"ОАО ""КАРАТ"", генеральный директор.",,,,,,,,,
96-767-6,Космачев Вячеслав Владимирович,1967-08-07,"государственное бюджетное учреждение здравоохранения ""Городская клиническая больница скорой медицинской помощи им. Г.А. Захарьина"", главный врач.",,,,,,,,,
96-767-6,Костин Алексей Васильевич,1990-07-24,"федеральное государственное автономное образовательное учреждение высшего профессионального образования ""Северный (Арктический) федеральный университет имени М.В. Ломоносова"", студент.",,,,,,,,,
96-767-6,Костина Ольга Николаевна,1970-08-27,"межрегиональная правозащитная общественная организация ""Сопротивление"", учредитель и председатель.",,,,,,,,,
96-767-6,Костина Тамара Ивановна,1954-07-23,"ГБОУ ""Московская академия делового администрирования"", ректор.",,,,,,,,,
96-767-6,Костюк Леонид Леонидович,1941-06-05,"Большой Московский государственный цирк на проспекте Вернадского, художественный руководитель.",,,,,,,,,
96-767-6,Котляров Виктор Николаевич,1952-10-17,"главный редактор ООО ""Редакция журнала ""Эльбрус"", главный редактор ""Издательства М. и В. Котляровых"".",,,,,,,,,
96-767-6,Красников Геннадий Яковлевич,1958-04-30,"ОАО ""НИИМЭ и Микрон"", генеральный конструктор.",,,,,,,,,
96-767-6,Красноруцкий Павел Павлович,1979-10-02,"общероссийская общественная организация ""Российский Союз Молодежи"", и.о. заместителя председателя.",,,,,,,,,
96-767-6,Кремер Константин Адамович,1941-06-06,пенсионер.,,,,,,,,,
96-767-6,Кремлева Лидия Дмитриевна,1950-07-30,"Региональный общественный фонд содействия патриотическому воспитанию детей и молодежи, президент.",,,,,,,,,
96-767-6,Крикалев Сергей Константинович,1958-08-27,"ФГБУ ""НИИ ЦПК имени Ю.А. Гагарина"", начальник.",,,,,,,,,
96-767-6,Круглый Владимир Игоревич,1955-05-27,"бюджетное учреждение здравоохранения Орловской области ""Детская областная клиническая больница"", главный врач.",,,,,,,,,
96-767-6,Крылова Надежда Николаевна,1960-04-03,"адвокатский кабинет Крылова Н.Н., руководитель.",,,,,,,,,
96-767-6,Крыштановская Ольга Викторовна,1954-11-24,"Институт социологии Российской академии наук, заведующая сектором.",,,,,,,,,
96-767-6,Кузнецов Владимир Михайлович,1961-11-23,"ОАО ""Тверской вагоностроительный завод"", электросварщик.",,,,,,,,,
96-767-6,Кузнецова Лариса Николаевна,1948-09-27,"ГБОУ ""СОШ №131"", директор.",,,,,,,,,
96-767-6,Кузьмин Михаил Павлович,1949-11-17,"государственное бюджетное учреждение здравоохранения Республики Мордовия ""Мордовская республиканская клиническая больница"", заведующий нейрохирургическим отделением, врач-нейрохирург.",,,,,,,,,
96-767-6,Кузьмина Наталья Геннадьевна,1976-12-20,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Приамурский государственный университет имени Шолом-Алейхема"", проректор по внеучебной деятельности.",,,,,,,,,
96-767-6,Куликовских Нина Германовна,1961-02-05,"государственное бюджетное учреждение ""Смоленский областной центр героико-патриотического воспитания и социальной помощи молодежи ""Долг"", директор.",,,,,,,,,
96-767-6,Куприна Яна Владимировна,1981-12-22,"муниципальное бюджетное общеобразовательное учреждение ""Гимназия №44 г. Пензы"", учитель английского языка.",,,,,,,,,
96-767-6,Куринной Игорь Игоревич,1972-03-22,"ГБОУ ДОДСН ДЮСШ ""Борец"" Москомспорта, директор.",,,,,,,,,
96-767-6,Кусайко Татьяна Алексеевна,1960-01-15,"муниципальное бюджетное учреждение здравоохранения ""Детская поликлиника №1"", главный врач.",,,,,,,,,
96-767-6,Кучерена Анатолий Григорьевич,1960-08-23,"КА ""Кучерена и партнеры"", директор.",,,,,,,,,
96-767-6,Кушнарев Анатолий Григорьевич,1958-08-28,"Бурятская государственная сельскохозяйственная академия имени В.Р. Филиппова, декан агрономического факультета, профессор кафедры растениеводства и луговодства.",,,,,,,,,
96-767-6,Лавриненко Алексей Федорович,1955-08-20,"СПК (колхоз) им. Апанасенко, председатель.",,,,,,,,,
96-767-6,Лайшев Ренат Алексеевич,1960-10-29,"государственное бюджетное образовательное учреждение ""Центр образования ""Самбо-70"", генеральный директор.",,,,,,,,,
96-767-6,Ламанов Андрей Александрович,1967-05-10,"АК ""Алроса"", командир ТУ-154.",,,,,,,,,
96-767-6,Лапко Фаина Ивановна,1949-01-11,"ГБОУ ""ЦО №116"", директор.",,,,,,,,,
96-767-6,Лапшин Андрей Витальевич,1970-09-18,"ГАУК ПКиО ""Сокольники"", директор.",,,,,,,,,
96-767-6,Ларионова Нина Яковлевна,1939-04-24,"Международная общественная организация ""Союз социальной защиты"", президент.",,,,,,,,,
96-767-6,Латышев Юрий Иванович,1932-03-22,"МБОУ ""Гимназия №44 им. В.Н. Деева"", заместитель директора по научно-методической работе, учитель истории и обществознания.",,,,,,,,,
96-767-6,Лебедева Ирина Владимировна,1956-01-09,"Государственная Третьяковская галерея, генеральный директор.",,,,,,,,,
96-767-6,Лебедь Вячеслав Васильевич,1940-06-20,пенсионер.,,,,,,,,,
96-767-6,Лебедько Анна Михайловна,1956-11-09,"государственное учреждение здравоохранения ""Ульяновская областная детская клиническая больница имени политического и общественного деятеля Ю.Ф. Горячева"", главный врач.",,,,,,,,,
96-767-6,Левенбук Альберт Симхович,1933-07-20,"ГБУК ""Московский еврейский театр ""Шалом"", художественный руководитель.",,,,,,,,,
96-767-6,Леоненко Валентина Ивановна,1925-07-22,"Международная ассоциация общественных организаций блокадников города-героя Ленинграда, президент.",,,,,,,,,
96-767-6,Ливанов Дмитрий Викторович,1967-02-15,"Национальный исследовательский технологический университет ""МИСиС"", ректор.",,,,,,,,,
96-767-6,Липатников Николай Михайлович,1947-11-18,"Вятская торгово-промышленная палата, президент.",,,,,,,,,
96-767-6,Лобанов Геннадий Николаевич,1936-03-10,пенсионер.,,,,,,,,,
96-767-6,Лобко Виктор Николаевич,1945-05-06,"Санкт-Петербургский государственный университет путей сообщения, президент.",,,,,,,,,
96-767-6,Лобунец Олег Игоревич,1973-01-03,"ООО ""Частное охранное предприятие ""Скорпион"", директор.",,,,,,,,,
96-767-6,Лужина Лариса Анатольевна,1939-03-04,"государственный театр ""Киноактер"", актриса.",,,,,,,,,
96-767-6,Лукин Олег Павлович,1963-01-14,"Федеральный центр сердечно-сосудистой хирургии Министерства здравоохранения и социального развития Российской Федерации (город Челябинск), главный врач.",,,,,,,,,
96-767-6,Лукинская Лариса Викторовна,1949-01-17,пенсионерка.,,,,,,,,,
96-767-6,Лысунец Валерий Александрович,1949-01-22,"муниципальное автономное образовательное учреждение дополнительного образования детей центр детского творчества ""Гармония"", методист, педагог дополнительного образования.",,,,,,,,,
96-767-6,Мазаев Сергей Владимирович,1959-12-07,"ансамбль ""Моральный кодекс"", художественный руководитель, солист ансамбля.",,,,,,,,,
96-767-6,Макарова Надежда Григорьевна,1950-07-02,"МБОУ ""Средняя общеобразовательная школа №5 "" Белореченского района, директор.",,,,,,,,,
96-767-6,Маланин Владимир Владимирович,1942-08-30,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Пермский государственный национальный исследовательский университет"", президент.",,,,,,,,,
96-767-6,Малафеев Вячеслав Александрович,1979-03-04,спортсмен.,,,,,,,,,
96-767-6,Малишевская Елена Петровна,1971-11-12,"автономное учреждение Республики Карелия ""Республиканская телерадиовещательная компания ""Сампо"", генеральный директор.",,,,,,,,,
96-767-6,Малышев Владимир Сергеевич,1949-11-11,"Всероссийский государственный университет кинематографии (ВГИК) им. С.А. Герасимова, ректор.",,,,,,,,,
96-767-6,Малышева Лариса Юрьевна,1958-09-15,"ГБОУ ""СОШ №1208"", директор.",,,,,,,,,
96-767-6,Малякин Анатолий Михайлович,1945-05-25,"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №26 с углубленным изучением химии и биологии"", учитель химии.",,,,,,,,,
96-767-6,Мамаев Валентин Юрьевич,1967-07-03,"ТСЖ ""Бибирево-1"", председатель правления.",,,,,,,,,
96-767-6,Манджиева Елена Куприяновна,1953-01-08,"муниципальное бюджетное общеобразовательное учреждение ""Элистинский лицей"", учитель русского языка и литературы.",,,,,,,,,
96-767-6,Мареева Валентина Ивановна,1938-11-13,"государственное учреждение – Ростовское региональное отделение Фонда социального страхования Российской Федерации, председатель.",,,,,,,,,
96-767-6,Маркина Людмила Николаевна,1940-05-24,"ОАО ""Мелькомбинат №3"", генеральный директор.",,,,,,,,,
96-767-6,Марков Сергей Александрович,1958-04-18,"Российский экономический университет им. Плеханова, проректор по связям с государственными органами и общественными организациями.",,,,,,,,,
96-767-6,Мартенс Генрих Генрихович,1956-10-25,"ассоциация общественных объединений ""Международный союз немецкой культуры"", председатель.",,,,,,,,,
96-767-6,Мартынов Андрей Прокопьевич,1961-11-29,"Забайкальская региональная организация общероссийской общественной организации ""Всероссийское общество инвалидов"", председатель.",,,,,,,,,
96-767-6,Мартынов Виктор Георгиевич,1953-08-25,"РГУ нефти и газа им. И.М. Губкина, ректор.",,,,,,,,,
96-767-6,Марундик Нина Ивановна,1952-03-13,"муниципальное казенное учреждение ""Поселенческий Дом культуры села Камышовка"", директор, руководитель народного ансамбля ""Камышинка"".",,,,,,,,,
96-767-6,Матвеев Геннадий Петрович,1956-03-15,"муниципальное казенное учреждение ""Чебоксарское городское бюро регистрации несчастных случаев"", начальник.",,,,,,,,,
96-767-6,Матвиенко Игорь Игоревич,1960-02-06,"ООО ""Продюсерский центр Игоря Матвиенко"", учредитель.",,,,,,,,,
96-767-6,Махотин Алексей Николаевич,1961-04-09,"Государственный инженерно-экономический университет, помощник ректора.",,,,,,,,,
96-767-6,Мацуев Денис Леонидович,1975-06-11,"ФГБУК ""Московская государственная академическая филармония"", солист-инструменталист высшей категории.",,,,,,,,,
96-767-6,Машников Николай Николаевич,1946-05-07,"Московский государственный университет геодезии и картографии, директор экспертно-консультационного центра.",,,,,,,,,
96-767-6,Мединский Владимир Ростиславович,1970-07-18,"МГИМО МИД России, профессор.",,,,,,,,,
96-767-6,Мельников Владимир Павлович,1940-07-05,"федеральное государственное бюджетное учреждение науки ""Тюменский научный центр Сибирского отделения Российской академии наук"", председатель президиума.",,,,,,,,,
96-767-6,Мечетина Екатерина Васильевна,1978-09-16,"Московская государственная консерватория, ассистент.",,,,,,,,,
96-767-6,Милая Елена Николаевна,1988-06-24,"муниципальное казенное образовательное учреждение ""Морозовская средняя общеобразовательная школа Омского муниципального района Омской области"", учитель истории и обществознания.",,,,,,,,,
96-767-6,Минаков Виталий Викторович,1985-02-06,"Специализированная детско-юношеская спортивная школа олимпийского резерва по борьбе, спортсмен-инструктор.",,,,,,,,,
96-767-6,Михайлов Виктор Михайлович,1956-05-28,"государственное бюджетное учреждение здравоохранения Калужской области ""Калужская областная детская больница"", главный врач.",,,,,,,,,
96-767-6,Михайлов Вячеслав Григорьевич,1928-06-10,"Всероссийский центр социально-правовой помощи ветеранам (инвалидам) войн, председатель.",,,,,,,,,
96-767-6,Михайлов Станислав Владимирович,1969-04-27,"певец, композитор.",,,,,,,,,
96-767-6,Михалева Людмила Николаевна,1946-09-25,"Детская школа искусств им. С.Т. Рихтера, директор.",,,,,,,,,
96-767-6,Михалков Никита Сергеевич,1945-10-21,"Российский Фонд Культуры, Союз кинематографистов России, президент, председатель.",,,,,,,,,
96-767-6,Михеева Людмила Николаевна,1959-04-15,"ГБУЗ ""Городская поликлиника №41"", главный врач.",,,,,,,,,
96-767-6,Мишекурин Валерий Юрьевич,1967-12-20,"ГОБУЗ ""Областной клинический роддом"", главный врач.",,,,,,,,,
96-767-6,Молданова Елена Николаевна,1980-02-26,"ООО ""Этно-Радио"", юрист.",,,,,,,,,
96-767-6,Молдованова Вера Михайловна,1946-08-27,"ЗАО ""Промышленно-торговая швейная фирма ""ИНЕ"", заместитель генерального директора по экономическим вопросам.",,,,,,,,,
96-767-6,Морозов Валерий Михайлович,1938-03-25,"федеральное казенное образовательное учреждение высшего профессионального образования ""Владимирский юридический институт Федеральной службы исполнения наказаний"", декан факультета внебюджетного образования.",,,,,,,,,
96-767-6,Морозов Евгений Иванович,1944-05-02,"КГБУ ""Камчатское концертное филармоническое объединение"", заместитель директора, художественный руководитель Камчатской хоровой капеллы.",,,,,,,,,
96-767-6,Морозов Николай Владимирович,1944-06-04,"ГБОУ ""ДОДСН ДЮСШОР №85"", директор.",,,,,,,,,
96-767-6,Морозов Петр Александрович,1950-09-24,"Министерство образования и науки Республики Тыва, государственное бюджетное образовательное учреждение Республики Тыва ""Республиканский центр диагностики и консультирования"", заместитель директора, учитель-дефектолог.",,,,,,,,,
96-767-6,Москвин Виктор Александрович,1955-01-05,"ГБУК г. Москвы ""Дом Русского зарубежья имени Александра Солженицына"", директор.",,,,,,,,,
96-767-6,Москвина Тамара Николаевна,1941-06-26,"ФГБУ ЦСП сборных команд Российской Федерации, тренер.",,,,,,,,,
96-767-6,Моторин Александр Викторович,1955-01-15,"ОАО ""Кузбассэнерго"", заместитель директора по инвестициям.",,,,,,,,,
96-767-6,Мохначук Иван Иванович,1958-01-03,"Российский независимый профсоюз работников угольной промышленности, председатель.",,,,,,,,,
96-767-6,Муратов Сергей Николаевич,1964-01-13,"ОАО ""НПО ""Курганприбор"", председатель совета директоров, директор по развитию.",,,,,,,,,
96-767-6,Навка Татьяна Александровна,1975-04-13,индивидуальный предприниматель.,,,,,,,,,
96-767-6,Назарова Ирина Александровна,1952-11-27,"ГБУЗ ""ГКБ №57 ДЗМ"", главный врач.",,,,,,,,,
96-767-6,Назарова Юлия Владимировна,1973-08-24,"ГБОУ города Москвы СОШ ""Школа здоровья"" №1115, директор.",,,,,,,,,
96-767-6,Нарочницкая Наталия Алексеевна,1948-12-23,"Фонд изучения исторической перспективы, президент.",,,,,,,,,
96-767-6,Невалённая Галина Ивановна,1961-08-07,"государственное бюджетное учреждение здравоохранения Псковской области ""Псковская городская поликлиника №3"", главный врач.",,,,,,,,,
96-767-6,Невзоров Александр Глебович,1958-08-03,"ОАО ""Первый канал"", режиссер, советник генерального директора.",,,,,,,,,
96-767-6,Некрасова Ирина Александровна,1962-07-20,"ЗАО ""Пожэксперт"", начальник участка.",,,,,,,,,
96-767-6,Нетребко Анна Юрьевна,1971-09-18,"Государственный академический Мариинский театр, солистка оперы.",,,,,,,,,
96-767-6,Никулин Сергей Петрович,1954-08-29,"ОАО ""Корпорация ""Московский институт теплотехники"", генеральный директор.",,,,,,,,,
96-767-6,Новиков Аркадий Анатольевич,1962-07-25,"ООО ""Ода-2"" (ресторан ""Царская охота""), инспектор по кадрам.",,,,,,,,,
96-767-6,Новикова Александра Филипповна,1948-05-24,"ОАО ""Бутовский химический завод"", генеральный директор.",,,,,,,,,
96-767-6,Новоселов Павел Юрьевич,1963-02-25,"ГБУЗ ""ГП №40 ДЗМ"", главный врач.",,,,,,,,,
96-767-6,Ноговицын Андрей Тимофеевич,1961-02-11,"сельскохозяйственный потребительский кооператив ""Чурапча"", председатель.",,,,,,,,,
96-767-6,Носкова Ольга Юрьевна,1982-07-09,"КОГБУЗ ""Кировская детская городская клиническая больница"", врач-диетолог.",,,,,,,,,
96-767-6,Овдин Игорь Иванович,1970-07-13,"открытое акционерное общество ""СУЭК-Кузбасс"", шахта имени С.М. Кирова, проходчик.",,,,,,,,,
96-767-6,Овечкин Владимир Федорович,1941-06-01,"Республиканский совет ветеранов войны, труда, Вооруженных Сил и правоохранительных органов, председатель совета.",,,,,,,,,
96-767-6,Овчинников Алексей Васильевич,1976-07-13,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа с. Баловнево"" Данковского района Липецкой области, учитель биологии.",,,,,,,,,
96-767-6,Одегова Галина Николаевна,1958-04-11,"государственное бюджетное образовательное учреждение города Москвы ""Средняя образовательная школа №762"", директор.",,,,,,,,,
96-767-6,Ольховский Артур Валерьевич,1967-11-13,"ГАУ ДОД ТО ""Областной центр дополнительного образования детей и молодежи"", руководитель областного поискового центра.",,,,,,,,,
96-767-6,Омаев Дагун Ибрагимович,1942-05-05,"Государственный драматический театр имени Х. Нурадилова, актер.",,,,,,,,,
96-767-6,Омрувье Иван Васильевич,1940-12-14,"государственное предприятие Чукотского автономного округа ""Издательство ""Крайний Север"", редактор.",,,,,,,,,
96-767-6,Ооржак Ошку-Саар Аракчааевна,1944-02-27,"муниципальное унитарное предприятие ""Моген-Бурен"", руководитель.",,,,,,,,,
96-767-6,Орлов Дмитрий Иванович,1971-12-27,"ООО ""Агентство политических и экономических коммуникаций"" (АПЭК), генеральный директор.",,,,,,,,,
96-767-6,Орлова Жаккелина Эдуардовна,1966-12-08,"ООО ""Региональный центр аналитических экспертиз ""Бизнес-советник"", генеральный директор.",,,,,,,,,
96-767-6,Острась Марина Алексеевна,1965-01-01,"ГБУЗ ""Чукотская окружная больница"", заместитель главного врача по медицинской части.",,,,,,,,,
96-767-6,Павлюченко Роман Анатольевич,1981-12-15,спортсмен.,,,,,,,,,
96-767-6,Павлюченкова Любовь Васильевна,1936-09-11,пенсионер.,,,,,,,,,
96-767-6,Пак Сидор Николаевич,1970-05-14,"общероссийское общественное движение в защиту прав и интересов потребителей ""Объединение потребителей России"", руководитель Центрального исполнительного комитета.",,,,,,,,,
96-767-6,Панкратов Александр Васильевич,1949-06-28,"киностудия ""Мосфильм"", режиссер.",,,,,,,,,
96-767-6,Панфилова Майя Ивановна,1935-04-24,пенсионер.,,,,,,,,,
96-767-6,Паскачев Асламбек Баклуевич,1948-03-24,"МНИ, РАХНиГС при Президенте Российской Федерации, журнал ""Налоговая политика и практика"", президент, профессор, главный редактор.",,,,,,,,,
96-767-6,Пассар Любовь Владимировна,1958-06-10,"региональная общественная организация ""Ассоциация коренных малочисленных народов Севера Хабарского края"", президент.",,,,,,,,,
96-767-6,Пермякова Александра Андреевна,1949-10-17,"Государственный академический народный хор им. Пятницкого, художественный руководитель.",,,,,,,,,
96-767-6,Перов Алексей Николаевич,1971-07-18,"ОАО ""НПО ""Сатурн"", слесарь-сборщик двигателей и агрегатов.",,,,,,,,,
96-767-6,Перфилова Валерия Юрьевна,1968-04-17,индивидуальный предприниматель.,,,,,,,,,
96-767-6,Першилин Константин Георгиевич,1934-01-01,"открытое акционерное общество племзавод ""Учхоз Тулинское"", генеральный директор.",,,,,,,,,
96-767-6,Петров Борис Михайлович,1946-11-07,"Санкт-Петербургский региональный центр ИТАР-ТАСС, директор.",,,,,,,,,
96-767-6,Петров Валерий Борисович,1951-10-18,"муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 31"", директор.",,,,,,,,,
96-767-6,Петрова Елена Алексеевна,1966-03-11,"некоммерческий детский благотворительный фонд имени Алены Петровой, председатель правления.",,,,,,,,,
96-767-6,Пиотровский Михаил Борисович,1944-12-09,"Государственный Эрмитаж, генеральный директор.",,,,,,,,,
96-767-6,Пирог Дмитрий Юрьевич,1980-06-27,"общество с ограниченной ответственностью ""Екатеринодаринвестрой"", наладчик контрольно-измерительных приборов и автоматики.",,,,,,,,,
96-767-6,Пичкалев Анатолий Евгеньевич,1953-09-27,"Пермский государственный ордена Трудового Красного Знамени академический театр оперы и балета им. П.И. Чайковского, исполнительный директор.",,,,,,,,,
96-767-6,Платошина Ольга Юрьевна,1983-11-17,"ФГБУ ""Пресс-служба Минсельхоза России"", начальник отдела по работе со СМИ.",,,,,,,,,
96-767-6,Плющенко Евгений Викторович,1982-11-03,"Федерация фигурного катания, спортсмен.",,,,,,,,,
96-767-6,Полетаева Светлана Ефимовна,1949-02-09,пенсионер.,,,,,,,,,
96-767-6,Полуянова Ирина Борисовна,1951-01-29,"РОО ""Фонд международных программ ""Познание мира"", президент.",,,,,,,,,
96-767-6,Поляков Сергей Викторович,1955-08-28,"ПКБ №1 имени Н.А. Алексеева, главный врач.",,,,,,,,,
96-767-6,Попова Галина Николаевна,1955-01-10,"Тамбовское областное государственное автономное учреждение культуры ""Мичуринский драматический театр"", директор.",,,,,,,,,
96-767-6,Порханов Владимир Алексеевич,1947-04-25,"государственное бюджетное учреждение здравоохранения ""Краевая клиническая больница №1 имени профессора С.В. Очапоковского"" департамента здравоохранения Краснодарского края, главный врач общебольничного медицинского персонала.",,,,,,,,,
96-767-6,Потапов Леонид Васильевич,1935-07-04,"Бурятский научный центр Сибирского отделения Российской академии наук, ведущий научный сотрудник.",,,,,,,,,
96-767-6,Потехина Ольга Алексеевна,1965-04-06,"муниципальное общеобразовательное учреждение ""Лицей №4"", учитель технологии.",,,,,,,,,
96-767-6,Притыко Андрей Георгиевич,1962-01-11,"НПУ медпомощи детям с пороками развития черепно-лицевой области и врожденными заболеваниями нервной системы департамента здравоохранения города Москвы, директор.",,,,,,,,,
96-767-6,Приходько Вячеслав Михайлович,1948-01-20,"Московский автомобильно-дорожный государственный технический университет, ректор.",,,,,,,,,
96-767-6,Прозоров Валерий Владимирович,1940-04-29,"ФГБОУ высшего профессионального образования ""Саратовский государственный университет им. Н.Г. Чернышевского"", заведующий кафедрой общего литературоведения и журналистики.",,,,,,,,,
96-767-6,Прохорова Зоя Васильевна,1960-04-30,"общественная организация — Забайкальское краевое объединение организаций профсоюзов ""Федерация профсоюзов Забайкалья"", председатель.",,,,,,,,,
96-767-6,Пуртова Людмила Васильевна,1955-04-20,"Марийская республиканская организация Профсоюза работников народного образования и науки Российской Федерации, председатель.",,,,,,,,,
96-767-6,Пьеха Станислав Пятрасович,1981-08-13,артист.,,,,,,,,,
96-767-6,Радзевич Валентина Юрьевна,1963-10-03,"ГБОУ города Москвы «СОШ №626 имени Н.И. Сац», директор.",,,,,,,,,
96-767-6,Ралко Вячеслав Владимирович,1959-06-06,"бюджетное учреждение здравоохранения Омской области ""Областная клиническая больница"", заместитель главного врача.",,,,,,,,,
96-767-6,Растащенова Людмила Васильевна,1951-09-20,"Хакасская республиканская профсоюзная организация Российского профсоюза работников культуры, председатель.",,,,,,,,,
96-767-6,Расторгуев Николай Вячеславович,1957-02-21,музыкант.,,,,,,,,,
96-767-6,Родионова Татьяна Константиновна,1951-05-04,"ГВОУ ЦО №354 им. Д.М. Карбышева, директор школы.",,,,,,,,,
96-767-6,Романова Людмила Валерьевна,1975-08-21,"Владимирский городской фонд социальной поддержки населения, заместитель генерального директора.",,,,,,,,,
96-767-6,Ромашов Анатолий Алексеевич,1939-11-26,пенсионер.,,,,,,,,,
96-767-6,Румянцев Евгений Владимирович,1981-01-13,"ФГБОУ ВПО ""Ивановский государственный химико-технологический университет"", доцент.",,,,,,,,,
96-767-6,Русаков Александр Ильич,1959-09-30,"федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Ярославский государственный университет им. П.Г. Демидова"", ректор университета.",,,,,,,,,
96-767-6,Рыбников Алексей Львович,1945-07-17,"Московская государственная творческая мастерская, художественный руководитель.",,,,,,,,,
96-767-6,Рыжов Алексей Олегович,1970-09-05,"ООО ""Дискотека Авария"", музыкальный руководитель.",,,,,,,,,
96-767-6,Рыков Константин Игоревич,1979-05-27,"ООО ""Издательско-торговый дом ""Этногинез"", издатель.",,,,,,,,,
96-767-6,Рюмина Людмила Георгиевна,1949-08-28,"ГБУК г. Москвы ""Фольклорный центр под руководством Л. Рюминой"", художественный руководитель.",,,,,,,,,
96-767-6,Сагдеев Ренад Зиннурович,1941-12-13,"федеральное государственное бюджетное учреждение науки Институт ""Международный томографический центр"" Сибирского отделения Российской академии наук, директор.",,,,,,,,,
